,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_Suburban,Area_Urban,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
4128,121,0,40,102072.0,8.191967,5,1,0,8.894523,212.6415,1717.407155,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0
2849,6022,1,24,56243.26,9.983208,16,2,0,3.600682,207.6386,935.8715835,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0
7626,293,2,49,67763.0,7.3339240000000006,9,1,0,68.04429,127.4586,5972.690077,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
4395,5912,0,57,66698.79,10.76198,11,0,0,9.900853,222.6281,1880.847695,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1
8927,59607,3,60,41190.38,12.75193,14,2,0,59.293580000000006,162.5007,5172.200731,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0
8854,2475,3,53,3196.26,9.954987,14,2,1,71.53605999999999,172.4404,6761.913318999999,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
5230,17208,9,58,61921.51,14.03725,11,4,2,46.33817,149.9621,4324.223957,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
9070,20338,1,79,40909.6,13.036660000000001,14,2,0,71.58237,117.4686,6379.279332,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
2220,21888,2,29,33578.92,7.548639,14,0,0,3.0896630000000003,149.9778,634.9659165,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
6978,2413,3,58,101681.0,8.968992,14,0,0,65.93881,149.9707,5804.870522,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
3509,8071,3,49,13808.1,8.598544,7,1,1,19.42268,179.9476,1996.584616,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1
5077,3119,2,22,17784.55,14.5524,11,3,0,59.61465,242.6106,6070.361595,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0
1383,1015,5,23,42479.0,8.229564778,11,1,0,5.812856338,159.964152,1076.076012,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0
5193,30309,0,47,40906.5,17.27337,7,1,0,66.46762,222.6326,6516.6109719999995,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1
3014,2680,4,71,103306.6,11.73966,13,3,0,8.586839999999999,192.4567,1071.697033,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0
6382,2000,0,60,33211.59,9.640533999999999,13,1,0,44.58913,222.65,4233.959568,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0
1888,46344,1,86,48971.18,14.67533687,6,2,0,6.211504434,182.48326699999998,745.0467838999999,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
4257,5450,2,70,6119.53,9.411397000000001,6,3,1,1.31809,104.9629,295.3935883,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4805,85,4,68,77598.76,6.246844,9,2,0,13.747010000000001,214.9525,1598.336024,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0
7302,1819,0,67,106307.8,7.567883999999999,10,0,0,63.63211,159.9805,5471.963232,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1
6229,2421,1,50,41169.83,7.434417999999999,17,0,1,65.33266,172.4705,6192.141187,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
4732,520,4,20,43643.67,12.63747,16,0,0,10.15649,242.6106,2133.046997,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1
1965,48008,1,46,18493.34,9.278437132999999,16,1,0,7.757685471,222.62805699999998,1772.090821,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
8406,3050,4,57,57497.76,9.154572,14,0,0,36.98095,220.1323,3668.3328060000003,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0
9614,6416,2,45,73691.96,5.537878,19,0,1,64.49478,252.62400000000002,5938.712727,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
5911,29243,0,21,11162.56,8.172079,10,0,1,66.31056,137.4978,5847.437103,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0
5475,191,2,60,51591.16,15.17395,9,1,0,70.65651,124.9781,5981.238779,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
9013,40778,1,53,16316.98,11.15522,10,1,0,68.7816,255.1198,6693.382735,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0
4227,2534,2,34,37252.55,5.023832,6,3,0,14.48515,179.9476,1528.122932,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
2688,6917,0,82,22420.64,9.097873,14,3,0,15.51392,79.97886,1244.129071,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3012,832,0,65,34356.62,8.70624,9,2,0,7.0127880000000005,182.4653,910.135775,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0
6308,4435,1,27,22686.88,12.40041,7,1,0,59.42279,217.4702,5375.8983450000005,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0
273,617,0,49,27976.63,12.76603868,8,2,1,11.77389421,134.98013899999998,1129.529441,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
6309,548,0,18,50066.53,12.67826,14,0,1,45.22375,137.4392,4048.9023869999996,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2206,782,1,86,18593.16,10.30058,11,1,1,3.9907160000000004,134.9509,411.6028202,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
9831,1077,0,60,20721.26,11.61234,10,0,0,66.2578,119.9568,6076.328039999999,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
2985,32388,0,79,45633.91,7.4120490000000006,18,2,0,17.25514,137.4836,1967.228079,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0
1119,14569,0,47,77774.13,6.732546892999999,11,1,0,1.2146220140000001,114.99756399999998,284.0777847,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1
56,46869,1,73,82634.86,8.387624096,11,0,1,9.563362997,114.950905,1324.330108,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
3474,865,1,28,14959.35,7.954416999999999,20,2,0,6.460792,79.97886,627.880394,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5476,30231,2,45,14253.48,9.941965,10,0,0,59.235890000000005,242.6281,5610.672962,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1
5973,35702,4,22,24461.27,11.07967,18,0,0,63.430719999999994,149.9776,5679.986847,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
1805,2931,1,34,26175.68,11.19592754,12,0,0,8.210220142,152.47417,1496.482536,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1
7233,14357,1,46,20421.97,6.596348,16,4,0,61.97804,184.9785,5614.133645,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0
2725,18213,0,84,52581.07,8.855708,14,0,0,2.972634,194.9744,438.8374341,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0
6265,268,3,81,51471.68,8.654489,18,3,1,56.648419999999994,147.4564,5289.66919,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
7730,38334,2,62,19652.74,6.640434,10,1,1,70.43313,172.4871,6235.847135,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0
2824,5264,3,21,92155.37,12.97945,5,2,0,11.55831,192.4404,1538.8879650000001,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1
2427,0,2,62,28435.83,9.41977,7,2,0,13.129660000000001,152.4555,1832.163914,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
5750,1490,0,23,71070.02,9.592831,11,1,1,64.44731999999999,149.9447,6093.091927,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
9356,36724,0,74,17181.9,11.63485,16,1,1,63.29971999999999,159.9642,5465.291356000001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1
7948,41151,0,60,33554.51,10.92276,14,0,0,68.53399,194.9744,5971.766968,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1
2126,118,4,36,42345.0,7.706836999999999,12,0,0,8.275832000000001,237.6549,2019.2134350000001,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1
5344,1300,1,41,11825.53,10.03289,12,0,1,65.49474000000001,107.48200000000001,5915.392765,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
9364,601,0,54,40554.25,7.930711,14,0,0,67.13803,179.9656,5653.877056,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1416,62,2,69,9106.57,12.29278948,4,2,0,21.13118502,184.97968400000002,2543.181756,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0
4040,518,1,45,28468.2,11.08855,7,2,2,3.903228,182.4538,634.6695443,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
3910,7093,1,55,68622.59,8.326264,10,0,0,8.813715,129.9621,1426.6040380000002,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
1809,800,1,75,5418.19,10.72904959,7,0,1,8.013365588,255.166453,1313.686109,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0
3163,8013,4,37,76990.4,8.156206,15,1,1,4.540275,172.5104,769.9868737,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0
7978,243,1,60,69158.18,9.883574000000001,10,0,1,60.96912,125.0073,5228.641847999999,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
2805,10911,2,56,71588.69,12.471260000000001,6,0,1,7.874579,210.127,1215.186143,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0
5302,5920,5,21,6918.31,13.39688,10,0,1,56.98256,92.48801999999999,5000.223336999999,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
8623,884,2,39,22977.79,8.369639999999999,8,0,1,61.0763,174.9919,5422.029613000001,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
1436,2274,8,86,37302.74,9.898908462,8,0,1,20.96098587,214.966286,2252.0938309999997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0
1177,947,1,78,25597.36,9.140364793,11,1,0,5.597557242000001,120.003499,796.4331979,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
7608,21301,1,82,80905.43,13.86573,11,0,0,68.14733000000001,129.9598,6235.959720000001,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
8040,46647,1,66,101307.0,11.154530000000001,13,1,0,67.86978,154.9618,6364.89034,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0
3032,801,2,89,27157.3,13.14802,20,1,0,7.311512,184.9647,943.8571029,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0
5149,6,3,57,21485.23,4.034332,12,0,0,63.24097,159.9349,5583.671778,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
4338,30305,1,71,65207.61,12.62228,11,2,0,3.922369,129.995,564.188439,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1
4683,9179,1,27,8211.32,13.320820000000001,12,1,0,2.2921650000000002,79.97886,371.8766911,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
1704,371,0,50,14053.15,14.17602329,14,0,0,10.06145053,199.990219,1806.970628,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1
2423,762,1,25,8461.71,15.217720000000002,7,2,0,6.617172999999999,159.983,916.275075,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0
8473,35573,1,61,27720.47,11.63665,12,1,0,53.39442,220.1615,5026.7531659999995,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0
4788,39,1,61,78090.5,4.4729849999999995,6,0,1,7.334657000000001,152.4742,1253.931577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1
7607,2439,2,74,16107.44,10.64385,12,3,0,50.773579999999995,139.9816,4560.745226,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0
4953,1059,1,51,10090.93,6.828347,13,0,0,19.39483,172.4624,1955.226259,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0
1703,128,3,80,54587.66,14.60495207,12,2,0,7.4414321029999995,242.61063199999998,1683.0783440000002,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0
8272,516,3,74,19659.9,6.115623,14,0,1,55.15571,152.4907,4907.861735,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0
3043,6289,2,61,37993.51,12.03535,14,2,1,2.266934,212.6415,1214.1286519999999,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0
3204,250,3,49,28065.13,11.31682,14,2,0,3.8786940000000003,112.4551,409.0267699,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0
9476,7456,0,28,78087.75,11.44544,11,0,1,71.06048,104.9923,6055.61999,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
309,729,3,31,55398.87,10.175581800000002,17,2,0,4.0302503739999995,144.98894099999998,1301.49424,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0
1459,13680,0,39,13724.61,12.08833226,13,1,0,3.354127023,127.48198899999998,468.28972710000005,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0
312,2019,0,28,56178.63,3.4050506019999998,11,2,0,9.183905417,124.97808,987.6536550000001,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
5812,1199,4,72,29830.87,12.833689999999999,15,2,0,50.98192,169.9378,4477.609834000001,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0
5398,2423,5,56,63774.11,10.0948,7,1,0,55.28921,187.6094,5530.8835770000005,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
7586,897,0,20,34252.86,15.537870000000002,9,1,1,56.90458,164.9889,5117.065882,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0
6072,1364,0,75,40248.81,5.984269,19,0,0,66.34669,232.6378,6377.789045,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0
7072,931,0,37,17844.86,10.75093,15,1,1,65.21611999999999,149.9447,6110.185041,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
4353,3709,1,41,18014.85,12.38772,14,1,0,6.463724,157.4836,742.5950937000001,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
5293,723,4,53,19974.83,11.81524,12,1,1,49.665690000000005,172.4871,4672.338886,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
3148,948,7,85,99411.44,4.802614,10,1,1,7.802142,159.9794,1482.48061,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0
5495,37080,0,39,46605.04,4.815435,17,0,0,63.42204,160.0122,5566.008454,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
5456,555,2,81,56875.65,7.536421000000001,11,2,1,69.51253,162.447,6322.708205,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
3291,66053,0,47,67295.09,5.96154,15,1,0,7.603445,194.9581,1112.439443,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0
2983,28287,0,69,96753.8,11.13605,14,1,1,10.942839999999999,232.6415,1423.721197,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0
8990,2332,4,29,38670.96,8.293108,17,0,0,67.01836999999999,184.967,6058.185844,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0
1784,7462,9,33,74023.61,6.823241689,13,3,1,6.418130939,152.479779,1257.485285,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1657,22925,2,57,6959.92,13.03933816,14,0,1,6.526670837,112.484375,640.9334119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
1346,388,2,66,36635.39,5.245083025,13,1,0,7.912612583,187.484705,1154.565474,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1
4007,6672,1,50,27504.76,4.125868,9,1,0,2.438513,139.9678,520.3000287,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
8695,159,1,58,36569.31,9.201789999999999,13,1,0,50.77278,137.4978,4401.494135,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1
9172,290,4,56,11345.68,9.360835,13,5,0,66.27924,162.4538,6262.462856,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
3569,94,1,51,20471.67,12.823030000000001,8,1,0,6.597395,217.484,1131.921,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0
4158,1166,0,53,45396.13,8.011714999999999,13,2,1,17.62624,172.5034,1751.102541,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0
9942,13190,2,66,18974.4,13.51845,15,0,0,70.26711,257.6513,7006.344443999999,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0
4310,5835,2,64,54315.92,9.805529,12,1,0,14.698839999999999,137.4698,1705.4106530000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1559,9049,1,49,49781.85,10.58941533,13,1,0,8.249941923,112.484375,859.8649518,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
2647,8867,3,21,14527.8,9.976783,12,2,0,13.05373,220.1185,1761.2653710000002,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0
9903,595,1,46,9547.51,10.199810000000001,13,0,0,66.46085,95.00571,5564.666753,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1
9301,11530,4,31,36315.32,9.090057,8,0,0,64.54595,172.4742,5801.206123,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
5015,1246,0,56,24238.16,14.226529999999999,4,0,0,63.14574,127.4887,5477.047906,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0
8728,1104,4,25,13487.36,12.5131,10,0,0,55.74501,177.4876,5600.149879,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0
736,13809,2,81,48226.58,6.164653674,8,0,0,4.803306414,220.11851600000003,857.7406242999999,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1
2345,2479,2,40,10986.24,9.270527000000001,7,0,0,14.95975,195.0062,1646.32071,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1
59,694,0,49,29207.46,8.425458142,9,1,0,7.233605493,124.97808,676.712908,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
4618,657,2,52,99168.2,12.64257,15,0,0,9.613541,150.007,1083.774656,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0
2672,218,0,45,25280.79,12.03055,10,0,1,17.26451,127.4421,2082.052634,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
4589,324,1,53,38916.4,11.03946,15,1,1,6.2061,184.967,904.3179865000001,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1
6484,179,2,56,48459.16,6.34319,9,2,0,70.2223,217.4725,6289.621165,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0
4490,0,0,87,18148.08,11.045060000000001,13,2,1,21.72982,235.1555,2757.839041,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0
2527,4981,0,30,90664.75,11.05354,11,1,0,2.362663,112.4551,254.7465501,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
7418,33240,0,51,33535.84,10.50958,10,2,1,64.86671,179.9794,5640.714867000001,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0
6339,6874,3,48,28644.87,10.261239999999999,14,1,0,50.56908,132.466,4926.848896,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
6365,1443,0,61,16382.76,7.172961,10,2,0,71.89548,139.9512,6510.261516,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
1000,16515,2,67,154718.85,9.738312225,6,0,0,16.62593689,242.61427999999998,1919.29861,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0
1203,76,3,32,23379.71,5.730187668999999,11,1,0,9.676963031,204.96103300000001,1340.685724,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0
4077,1310,0,27,85712.06,9.18135,14,0,0,1.426775,217.484,756.1541962,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0
5700,14744,0,20,94995.33,7.957000000000001,11,1,0,70.62907,127.475,6045.138773,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0
1368,90,0,23,41979.65,6.209819262999999,9,1,0,5.146834768,172.45674499999998,1237.5606369999998,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0
5695,1344,1,23,38723.05,11.54518,9,0,0,65.60287,149.9928,6147.448121,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0
1375,0,4,64,36220.07,12.30730362,15,1,2,7.6770395360000006,235.159141,1370.86345,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1
1281,673,3,65,36333.77,10.48393458,13,3,0,1.225588884,192.44043200000002,547.9869964,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0
6205,338,2,29,27890.61,12.37749,16,1,0,69.80788000000001,277.6375,6548.654854,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0
6438,3271,2,49,28833.12,7.720028,11,0,0,61.67482,139.9512,5773.715899,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
1978,745,1,49,27720.0,12.17826323,9,2,1,16.01233793,129.977753,2010.958936,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
3186,2349,1,40,57025.5,11.24987,16,1,0,1.453865,139.9349,928.6314289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
